Departamento,Municipio,Fecha del accidente,Año,Mes,Latitude,Longitude,Cod_dane_muni,Cod_dane_depto,Tipo de lugar,Presunto actor responsable,Tipo de área,Id_imsma evento,Condicion,Genero,Estado,Rango de edad,Actividad,Id_imsma_victima
Antioquia,Granada,2006-01-04 00:00:00,2006,1,6.143703,-75.185183,5313,5,Sin información,Desconocido,Rural,ACF_PP_2006_1644879,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2006_5099
Caquetá,Montañita,2009-12-01 00:00:00,2009,12,1.49494421255,-75.4630895064,18410,18,Sin información,Desconocido,Rural,AFD_PP_2009_912,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1352
Putumayo,Puerto asís,2008-04-30 00:00:00,2008,4,0.502569,-76.49818,86568,86,Sin información,Desconocido,Rural,AFD_PP_2008_914,Civil,Hombre,Muerto,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_1355
Córdoba,Puerto libertador,2009-11-21 00:00:00,2009,11,7.883545,-75.670508,23580,23,Sin información,Desconocido,Rural,AFD_PP_2009_915,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1356
Córdoba,Puerto libertador,2009-11-21 00:00:00,2009,11,7.883545,-75.670508,23580,23,Sin información,Desconocido,Rural,AFD_PP_2009_915,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1357
Córdoba,Puerto libertador,2009-11-21 00:00:00,2009,11,7.883545,-75.670508,23580,23,Sin información,Desconocido,Rural,AFD_PP_2009_915,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1358
Córdoba,Puerto libertador,2009-11-21 00:00:00,2009,11,7.883545,-75.670508,23580,23,Sin información,Desconocido,Rural,AFD_PP_2009_915,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1359
Nariño,Barbacoas,2010-01-20 14:00:00,2010,1,1.5875,-78.2275,52079,52,Sin información,ELN,Rural,AFD_EIN_2010_917,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1361
Antioquia,Tarazá,2010-01-22 17:30:00,2010,1,7.372777777777777,-75.20444444444445,5790,5,Sin información,FARC,Rural,AFD_EIN_2010_919,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1363
Antioquia,Valdivia,2008-03-06 00:00:00,2008,3,7.165222,-75.438081,5854,5,Sin información,Desconocido,Rural,AFD_PP_2008_920,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_1364
Cauca,Toribío,2009-08-31 10:00:00,2009,8,2.955399,-76.268615,19821,19,Cerca de un edificio residencial,Desconocido,Rural,AFD_PP_2009_750,Civil,Hombre,Muerto,Menor de 18 años,Sin Información,VIC_PP_2009_1117
Antioquia,Valdivia,2008-03-06 00:00:00,2008,3,7.165222,-75.438081,5854,5,Sin información,Desconocido,Rural,AFD_PP_2008_920,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_1365
Cauca,Toribío,2009-08-31 10:00:00,2009,8,2.955399,-76.268615,19821,19,Cerca de un edificio residencial,Desconocido,Rural,AFD_PP_2009_750,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2009_1121
Nariño,Santa cruz,2009-07-01 10:00:00,2009,7,1.225,-77.68,52699,52,Sin información,Desconocido,Rural,AFD_PP_2009_624,Civil,Mujer,Herido,Mayor de 18 años,Sin Información,VIC_PP_2009_928
Antioquia,Valdivia,2009-04-01 00:00:00,2009,4,7.274352,-75.382426,5854,5,Sin información,Desconocido,Urbana,AFD_PP_2009_631,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_939
Antioquia,Valdivia,2008-03-06 00:00:00,2008,3,7.165222,-75.438081,5854,5,Sin información,Desconocido,Rural,AFD_PP_2008_920,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_1367
Nariño,Ricaurte,2009-12-26 00:00:00,2009,12,1.212529,-77.995412,52612,52,Sin información,Desconocido,Rural,AFD_PP_2009_923,Civil,Mujer,Muerto,Mayor de 18 años,Transito por via usual,VIC_PP_2009_1370
Guaviare,El retorno,2009-10-06 00:00:00,2009,10,2.255,-71.7891666666667,95025,95,Sin información,Desconocido,Rural,AFD_EIN_2009_924,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_EIN_2009_1369
Guaviare,El retorno,2009-10-06 00:00:00,2009,10,2.255,-71.7891666666667,95025,95,Sin información,Desconocido,Rural,AFD_EIN_2009_924,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_AS_2009_5300
Meta,San juan de arama,2009-12-28 00:00:00,2009,12,3.380464,-73.878772,50683,50,Sin información,Desconocido,Rural,AFD_PP_2009_922,Civil,Hombre,Herido,Mayor de 18 años,Cuidado de animales,VIC_PP_2009_1368
Norte de Santander,Tibú,2009-09-15 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_926,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1373
Norte de Santander,Tibú,2009-09-15 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_926,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1375
Norte de Santander,Tibú,2009-09-15 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_926,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1376
Norte de Santander,Tibú,2009-09-15 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_926,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1377
Norte de Santander,Tibú,2009-09-11 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_927,Civil,Hombre,Muerto,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1378
Norte de Santander,Tibú,2009-09-11 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_927,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1380
Norte de Santander,Tibú,2009-09-11 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_927,Civil,Hombre,Muerto,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1379
Norte de Santander,Tibú,2009-09-11 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_927,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1381
Bolívar,San pablo,2009-08-31 00:00:00,2009,8,7.483919,-73.933361,13670,13,Sin información,Desconocido,Rural,AFD_PP_2009_929,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1384
Bolívar,San pablo,2009-08-31 00:00:00,2009,8,7.483919,-73.933361,13670,13,Sin información,Desconocido,Rural,AFD_PP_2009_929,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1385
Caquetá,Montañita,2009-10-10 00:00:00,2009,10,1.49494421255,-75.4630895064,18410,18,Sin información,Desconocido,Rural,AFD_PP_2009_931,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1392
Putumayo,San miguel,2008-09-12 00:00:00,2008,9,0.343179,-76.911852,86757,86,Sin información,Desconocido,Rural,AFD_PP_2008_928,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_1383
Antioquia,Tarazá,2009-07-01 00:00:00,2009,7,7.58831222222222,-75.4028944444444,5790,5,Sin información,Desconocido,Rural,AFD_PP_2009_930,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1386
Antioquia,Tarazá,2009-07-01 00:00:00,2009,7,7.58831222222222,-75.4028944444444,5790,5,Sin información,Desconocido,Rural,AFD_PP_2009_930,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1387
Antioquia,Tarazá,2009-07-01 00:00:00,2009,7,7.58831222222222,-75.4028944444444,5790,5,Sin información,Desconocido,Rural,AFD_PP_2009_930,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_AS_2009_5226
Antioquia,Tarazá,2009-07-01 00:00:00,2009,7,7.58831222222222,-75.4028944444444,5790,5,Sin información,Desconocido,Rural,AFD_PP_2009_930,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_AS_2009_5413
Antioquia,Tarazá,2009-07-01 00:00:00,2009,7,7.58831222222222,-75.4028944444444,5790,5,Sin información,Desconocido,Rural,AFD_PP_2009_930,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1390
Antioquia,Tarazá,2009-07-01 00:00:00,2009,7,7.58831222222222,-75.4028944444444,5790,5,Sin información,Desconocido,Rural,AFD_PP_2009_930,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1391
Cauca,Suárez,2010-01-25 05:45:00,2010,1,3.0572222222222223,-76.7761111111111,19780,19,Sin información,FARC,Rural,AFD_EIN_2010_934,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1398
Cauca,Suárez,2010-01-25 05:45:00,2010,1,3.0572222222222223,-76.7761111111111,19780,19,Sin información,FARC,Rural,AFD_EIN_2010_934,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1399
Bolívar,El carmen de bolívar,2010-01-09 13:30:00,2010,1,9.685015,-75.122094,13244,13,Sin información,Desconocido,Rural,AFD_PP_2010_933,Civil,Hombre,Herido,Menor de 18 años,Trabajos de casa,VIC_PP_2010_1397
Cauca,Suárez,2010-01-25 05:45:00,2010,1,3.0572222222222223,-76.7761111111111,19780,19,Sin información,FARC,Rural,AFD_EIN_2010_934,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1400
Meta,Mapiripán,2010-01-25 10:30:00,2010,1,2.904166666666667,-71.46,50325,50,Sin información,FARC,Rural,AFD_EIN_2010_936,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1401
Huila,Algeciras,2010-01-25 14:00:00,2010,1,2.604722222222222,-75.13416666666667,41020,41,Sin información,FARC,Rural,AFD_EIN_2010_937,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1402
Huila,Algeciras,2010-01-25 14:00:00,2010,1,2.604722222222222,-75.13416666666667,41020,41,Sin información,FARC,Rural,AFD_EIN_2010_937,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1403
Antioquia,Ituango,2010-01-27 13:30:00,2010,1,7.338888888888889,-75.80277777777778,5361,5,Sin información,FARC,Rural,AFD_EIN_2010_938,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1404
Valle del Cauca,Florida,2009-09-05 00:00:00,2009,9,3.326974,-76.243463,76275,76,Sin información,Desconocido,Rural,AFD_PP_2009_925,Civil,Hombre,Muerto,Mayor de 18 años,Transito por trocha atajo,VIC_PP_2009_1371
Huila,Baraya,2010-01-28 10:50:00,2010,1,3.0280555555555555,-74.90527777777778,41078,41,Sin información,FARC,Rural,AFD_EIN_2010_939,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1405
Córdoba,Tierralta,2010-01-28 12:50:00,2010,1,7.78,-76.34083333333334,23807,23,Sin información,FARC,Rural,AFD_EIN_2010_940,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1406
Bolívar,El carmen de bolívar,2010-01-09 13:30:00,2010,1,9.685015,-75.122094,13244,13,Sin información,Desconocido,Rural,AFD_PP_2010_933,Civil,Hombre,Herido,Menor de 18 años,Trabajos de casa,VIC_PP_2010_1407
Bolívar,Talaigua nuevo,1993-09-14 00:00:00,1993,9,9.385132,-74.663392,13780,13,Sin información,Desconocido,Rural,AFD_PP_1993_941,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_1993_1408
Vaupés,Carurú,2010-01-30 12:15:00,2010,1,1.1241666666666668,-71.56416666666667,97161,97,Sin información,FARC,Rural,AFD_EIN_2010_946,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1413
Norte de Santander,Teorama,2010-01-31 21:15:00,2010,1,8.61888888888889,-73.17305555555555,54800,54,Caminos,ELN,Rural,AFD_EIN_2010_947,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1414
Norte de Santander,Teorama,2010-01-31 21:15:00,2010,1,8.61888888888889,-73.17305555555555,54800,54,Caminos,ELN,Rural,AFD_EIN_2010_947,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1415
Norte de Santander,Teorama,2010-01-31 21:15:00,2010,1,8.61888888888889,-73.17305555555555,54800,54,Caminos,ELN,Rural,AFD_EIN_2010_947,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1416
Norte de Santander,Hacarí,2010-02-05 08:50:00,2010,2,8.329444444444444,-73.03888888888889,54344,54,Cerros,FARC,Rural,AFD_EIN_2010_948,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1417
Antioquia,Cáceres,2010-02-04 09:30:00,2010,2,7.390833333333333,-75.14972222222222,5120,5,Caminos,FARC,Rural,AFD_EIN_2010_950,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1419
Huila,Algeciras,2008-12-14 00:00:00,2008,12,2.522444,-75.313361,41020,41,Sin información,Desconocido,Urbana,AFD_PP_2008_304,Civil,Mujer,Herido,Mayor de 18 años,Otra,VIC_PP_2008_437
Huila,Baraya,2010-02-09 04:30:00,2010,2,3.117777777777778,-74.84416666666667,41078,41,Sin información,FARC,Rural,AFD_EIN_2010_951,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1420
Córdoba,Tierralta,2010-02-09 08:30:00,2010,2,7.907777777777778,-76.17194444444445,23807,23,Sin información,FARC,Rural,AFD_EIN_2010_952,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1421
Norte de Santander,Tibú,2009-09-11 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_932,Civil,Hombre,Muerto,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1393
Norte de Santander,Tibú,2009-09-11 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_932,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_AS_2009_5366
Arauca,Puerto rondón,2010-02-10 10:40:00,2010,2,6.509722222222222,-71.14166666666667,81591,81,Sin información,FARC,Rural,AFD_EIN_2010_953,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1422
Nariño,Samaniego,2010-02-10 10:00:00,2010,2,1.5519444444444446,-77.76916666666666,52678,52,Sin información,ELN,Rural,AFD_EIN_2010_954,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1423
Caquetá,Montañita,2010-02-10 10:20:00,2010,2,1.0422222222222222,-75.02055555555556,18410,18,Sin información,Desconocido,Rural,AFD_EIN_2010_955,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1424
Norte de Santander,Tibú,2009-09-11 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_932,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1395
Norte de Santander,Tibú,2009-09-11 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_932,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1396
Arauca,Tame,2009-02-16 08:00:00,2009,2,6.461209,-71.730855,81794,81,Sin información,Desconocido,Rural,AFD_PP_2009_367,Civil,Hombre,Herido,Mayor de 18 años,Transito por via usual,VIC_PP_2009_525
Caquetá,Montañita,2010-02-17 13:42:00,2010,2,1.1202777777777777,-75.06166666666667,18410,18,Sin información,FARC,Rural,AFD_EIN_2010_956,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1425
Córdoba,Tierralta,2010-02-17 09:20:00,2010,2,7.756388888888889,-76.30277777777778,23807,23,Sin información,FARC,Rural,AFD_EIN_2010_957,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1426
Guaviare,Miraflores,2010-02-24 12:45:00,2010,2,1.4830555555555556,-71.57916666666667,95200,95,Cerca de la ribera de un río,FARC,Rural,AFD_EIN_2010_958,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1427
Tolima,Rioblanco,2010-02-23 09:00:00,2010,2,3.5027777777777778,-75.76388888888889,73616,73,Sin información,FARC,Rural,AFD_EIN_2010_960,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1430
Meta,Mapiripán,2010-01-24 14:00:00,2010,1,2.892158,-72.133961,50325,50,Sin información,Desconocido,Rural,AFD_PP_2010_5007,Civil,Mujer,Herido,Menor de 18 años,Sin Información,VIC_PP_2010_5009
Meta,Mapiripán,2010-01-24 14:00:00,2010,1,2.892158,-72.133961,50325,50,Sin información,Desconocido,Rural,AFD_PP_2010_5007,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2010_5011
Meta,Mapiripán,2010-01-24 14:00:00,2010,1,2.892158,-72.133961,50325,50,Sin información,Desconocido,Rural,AFD_PP_2010_5007,Civil,Mujer,Herido,Mayor de 18 años,Trabajos de casa,VIC_PP_2010_5010
Meta,Mapiripán,2010-01-24 14:00:00,2010,1,2.892158,-72.133961,50325,50,Sin información,Desconocido,Rural,AFD_PP_2010_5007,Civil,Hombre,Herido,Mayor de 18 años,Agricultura,VIC_PP_2010_5012
Córdoba,Tierralta,2010-02-16 11:00:00,2010,2,8.181547,-76.052223,23807,23,Sin información,Desconocido,Rural,AFD_PP_2010_5002,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2010_5002
Meta,Mapiripán,2010-01-24 14:00:00,2010,1,2.892158,-72.133961,50325,50,Sin información,Desconocido,Rural,AFD_PP_2010_5007,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2010_5008
Córdoba,Ciénaga de oro,2009-03-19 07:30:00,2009,3,8.867215,-75.618582,23189,23,Sin información,Desconocido,Rural,AFD_PP_2009_5008,Civil,Hombre,Herido,Mayor de 18 años,"Recogiendo comida, agua ó  madera",VIC_PP_2009_5013
Putumayo,Puerto asís,2010-02-01 00:00:00,2010,2,0.502569,-76.49818,86568,86,Sin información,Desconocido,Rural,AFD_PP_2010_5005,Civil,Hombre,Herido,Mayor de 18 años,Trabajos de casa,VIC_PP_2010_5006
Arauca,Tame,2010-01-26 08:20:00,2010,1,6.461209,-71.730855,81794,81,Sin información,Desconocido,Rural,AFD_PP_2010_5003,Civil,Hombre,Herido,Mayor de 18 años,Trabajos de casa,VIC_PP_2010_5004
Guaviare,Calamar,2010-01-29 13:00:00,2010,1,1.958453,-72.654146,95015,95,Sin información,Desconocido,Rural,AFD_PP_2010_5006,Civil,Hombre,Herido,Mayor de 18 años,Agricultura,VIC_PP_2010_5007
Antioquia,San carlos,2000-10-03 00:00:00,2000,10,6.187566,-74.993636,5649,5,Sin información,Desconocido,Rural,AFD_PP_2000_862,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2000_1266
Guaviare,Miraflores,2010-02-23 15:00:00,2010,2,1.4583333333333333,-72.5225,95200,95,Cerca de la ribera de un río,FARC,Rural,AFD_EIN_2010_959,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1428
Guaviare,Miraflores,2010-02-23 15:00:00,2010,2,1.4583333333333333,-72.5225,95200,95,Cerca de la ribera de un río,FARC,Rural,AFD_EIN_2010_959,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1429
Guaviare,Miraflores,2010-02-21 16:10:00,2010,2,1.4427777777777777,-72.52305555555556,95200,95,Cerca de la ribera de un río,FARC,Rural,AFD_EIN_2010_961,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1432
Guaviare,Miraflores,2010-02-21 16:10:00,2010,2,1.4427777777777777,-72.52305555555556,95200,95,Cerca de la ribera de un río,FARC,Rural,AFD_EIN_2010_961,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1433
Norte de Santander,Hacarí,2010-02-20 08:25:00,2010,2,8.35416617722222,-73.0772514972222,54344,54,Sin información,FARC,Rural,AFD_EIN_2010_962,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1434
Norte de Santander,Hacarí,2010-02-20 08:25:00,2010,2,8.35416617722222,-73.0772514972222,54344,54,Sin información,FARC,Rural,AFD_EIN_2010_962,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1435
Huila,Algeciras,2010-02-13 11:30:00,2010,2,2.591388888888889,-75.13888888888889,41020,41,Sin información,FARC,Rural,AFD_EIN_2010_963,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1436
Antioquia,Apartadó,2008-08-01 00:00:00,2008,8,7.904444444444445,-76.46194444444444,5045,5,Sin información,FARC,Rural,AFD_PP_2008_49,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2008_93
Antioquia,Apartadó,2008-08-01 00:00:00,2008,8,7.904444444444445,-76.46194444444444,5045,5,Sin información,FARC,Rural,AFD_PP_2008_49,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2008_94
Norte de Santander,La playa,2010-01-22 08:15:00,2010,1,8.231111111111112,-73.08694444444444,54398,54,Sin información,Guerrilla No Identificada,Rural,AFD_EIN_2010_918,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1362
Norte de Santander,La playa,2003-05-01 22:00:00,2003,5,8.231111111111112,-73.08694444444444,54398,54,Sin información,ELN,Rural,ACF_PP_2003_876,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2404
Putumayo,Valle del guamuez,2008-08-08 10:40:00,2008,8,0.424591,-76.905657,86865,86,Sin información,Desconocido,Rural,AFD_PP_2008_251,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_676
Putumayo,Valle del guamuez,2008-08-08 10:40:00,2008,8,0.424591,-76.905657,86865,86,Sin información,Desconocido,Rural,AFD_PP_2008_251,Civil,Hombre,Herido,Mayor de 18 años,Erradicacion de cultivos ilicitos,VIC_PP_2008_378
Putumayo,Valle del guamuez,2008-08-08 10:40:00,2008,8,0.424591,-76.905657,86865,86,Sin información,Desconocido,Rural,AFD_PP_2008_251,Civil,Hombre,Herido,Mayor de 18 años,Erradicacion de cultivos ilicitos,VIC_PP_2008_375
Putumayo,Valle del guamuez,2008-08-08 10:40:00,2008,8,0.424591,-76.905657,86865,86,Sin información,FARC,Rural,AFD_PP_2008_424,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_608
Putumayo,Valle del guamuez,2008-08-08 00:00:00,2008,8,0.424591,-76.905657,86865,86,Sin información,FARC,Rural,AFD_PP_2008_425,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_609
Caquetá,Solano,2010-03-12 11:15:00,2010,3,0.9913888889,-75.0827777778,18756,18,Sin información,FARC,Rural,AFD_EIN_2010_964,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1437
Norte de Santander,San calixto,2010-03-12 17:00:00,2010,3,8.438055555555556,-73.23305555555555,54670,54,Sin información,ELN,Rural,AFD_EIN_2010_965,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1438
Antioquia,San andrés,2010-03-11 16:40:00,2010,3,6.980833333333333,-75.62638888888888,5647,5,Caminos,FARC,Rural,AFD_EIN_2010_966,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1439
Casanare,Aguazul,2010-03-10 11:30:00,2010,3,5.2988888888888885,-72.60666666666667,85010,85,Sin información,ELN,Rural,AFD_EIN_2010_967,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1440
Huila,Isnos,2010-03-09 00:00:00,2010,3,1.929816,-76.216388,41359,41,Sin información,FARC,Rural,AFD_EIN_2010_968,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1441
Arauca,Arauquita,2010-03-07 06:55:00,2010,3,6.6274999999999995,-71.24527777777777,81065,81,Sin información,FARC,Rural,AFD_EIN_2010_969,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1442
Arauca,Arauquita,2010-03-07 06:55:00,2010,3,6.6274999999999995,-71.24527777777777,81065,81,Sin información,FARC,Rural,AFD_EIN_2010_969,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1443
Caquetá,Puerto rico,2010-03-06 11:56:00,2010,3,2.1016666666666666,-75.035,18592,18,Sin información,FARC,Rural,AFD_EIN_2010_970,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1444
Caquetá,Florencia,2010-03-21 13:15:00,2010,3,1.968888888888889,-75.48611111111111,18001,18,Sin información,FARC,Rural,AFD_EIN_2010_971,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1445
Antioquia,Medellín,2010-03-16 07:15:00,2010,3,6.229209,-75.564887,5001,5,Sin información,FARC,Rural,AFD_EIN_2010_972,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1446
Nariño,Samaniego,2010-03-15 15:55:00,2010,3,1.5769444444444445,-77.81277777777778,52678,52,Cerros,ELN,Rural,AFD_EIN_2010_973,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1447
Arauca,Tame,2010-03-16 08:30:00,2010,3,6.459722222222222,-71.3625,81794,81,Caños,FARC,Rural,AFD_EIN_2010_974,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1448
Arauca,Tame,2010-03-16 08:30:00,2010,3,6.459722222222222,-71.3625,81794,81,Caños,FARC,Rural,AFD_EIN_2010_974,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1449
