Departamento,Municipio,Fecha del accidente,Año,Mes,Latitude,Longitude,Cod_dane_muni,Cod_dane_depto,Tipo de lugar,Presunto actor responsable,Tipo de área,Id_imsma evento,Condicion,Genero,Estado,Rango de edad,Actividad,Id_imsma_victima
Caquetá,Montañita,2004-03-20 04:30:00,2004,3,1.298333,-75.225556,18410,18,Sin información,FARC,Rural,ACF_PP_2004_1355,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3006
Caquetá,Montañita,2004-03-20 04:30:00,2004,3,1.298333,-75.225556,18410,18,Sin información,FARC,Rural,ACF_PP_2004_1355,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3004
Caquetá,Montañita,2004-03-20 04:30:00,2004,3,1.298333,-75.225556,18410,18,Sin información,FARC,Rural,ACF_PP_2004_1355,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3005
Caquetá,Montañita,2004-03-20 04:30:00,2004,3,1.298333,-75.225556,18410,18,Sin información,FARC,Rural,ACF_PP_2004_1355,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3007
Bolívar,El carmen de bolívar,2005-11-03 00:00:00,2005,11,9.685015,-75.122094,13244,13,Sin información,Desconocido,Rural,ACF_PP_2005_1644786,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2005_4905
Antioquia,Ituango,2003-11-30 08:00:00,2003,11,7.171637,-75.764403,5361,5,Sin información,FARC,Rural,ACF_PP_2003_1075,Civil,Hombre,Herido,Menor de 18 años,"Pasando, estando cerca",VIC_PP_2003_2790
Antioquia,Ituango,2003-11-30 08:00:00,2003,11,7.171637,-75.764403,5361,5,Sin información,FARC,Rural,ACF_PP_2003_1075,Civil,Hombre,Muerto,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2003_2789
Cauca,Cajibío,2001-07-09 00:00:00,2001,7,2.622711,-76.570745,19130,19,Sin información,Desconocido,Rural,ACF_PP_2001_1076,Civil,Hombre,Herido,Mayor de 18 años,Agricultura,VIC_PP_2001_1437
Cesar,Pailitas,2005-02-23 00:00:00,2005,2,8.959641,-73.629356,20517,20,Sin información,Desconocido,Rural,ACF_PP_2005_1644523,Fuerza pública,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2005_4373
Cesar,Pailitas,2005-02-23 00:00:00,2005,2,8.959641,-73.629356,20517,20,Sin información,Desconocido,Rural,ACF_PP_2005_1644523,Fuerza pública,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2005_4374
Antioquia,Rionegro,2007-09-24 00:00:00,2007,9,6.153403,-75.379345,5615,5,Sin información,Desconocido,Rural,ACF_PP_2007_1646036,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2007_7239
Antioquia,Nariño,2000-07-23 00:00:00,2000,7,5.609351,-75.176737,5483,5,Sin información,Desconocido,Rural,ACF_PP_2000_1077,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2000_1722
Antioquia,Yondó,1996-09-22 00:00:00,1996,9,7.006776,-73.909682,5893,5,Sin información,Guerrilla No Identificada,Rural,ACF_PP_1996_1078,Civil,Hombre,Muerto,Menor de 18 años,Sin Información,VIC_PP_1996_1082
Antioquia,Yondó,1996-09-22 00:00:00,1996,9,7.006776,-73.909682,5893,5,Sin información,Guerrilla No Identificada,Rural,ACF_PP_1996_1078,Civil,Sin Información,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1084
Antioquia,Yondó,1996-09-22 00:00:00,1996,9,7.006776,-73.909682,5893,5,Sin información,Guerrilla No Identificada,Rural,ACF_PP_1996_1078,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1085
Antioquia,Yondó,1996-09-22 00:00:00,1996,9,7.006776,-73.909682,5893,5,Sin información,Guerrilla No Identificada,Rural,ACF_PP_1996_1078,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1086
Antioquia,Yondó,1996-09-22 00:00:00,1996,9,7.006776,-73.909682,5893,5,Sin información,Guerrilla No Identificada,Rural,ACF_PP_1996_1078,Civil,Sin Información,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1083
Meta,Granada,1998-09-20 10:30:00,1998,9,3.541703,-73.695875,50313,50,Sin información,Desconocido,Rural,ACF_PP_1998_1645220,Civil,Hombre,Herido,Menor de 18 años,Jugando,VIC_PP_1998_5752
Antioquia,Cocorná,2000-07-04 00:00:00,2000,7,6.058001,-75.185085,5197,5,Sin información,Desconocido,Rural,ACF_PP_2000_1079,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2000_1714
Tolima,Rioblanco,2007-06-20 06:30:00,2007,6,3.529701,-75.644823,73616,73,Sin información,Desconocido,Rural,ACF_PP_2007_1645838,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2007_6907
Tolima,Rioblanco,2007-06-20 06:30:00,2007,6,3.529701,-75.644823,73616,73,Sin información,Desconocido,Rural,ACF_PP_2007_1645838,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2007_6906
Huila,Colombia,2008-04-29 00:00:00,2008,4,3.375361,-74.802161,41206,41,Sin información,Desconocido,Rural,ACF_PP_2008_1646362,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2008_7795
Huila,Colombia,2008-04-29 00:00:00,2008,4,3.375361,-74.802161,41206,41,Sin información,Desconocido,Rural,ACF_PP_2008_1646362,Civil,Hombre,Herido,Menor de 18 años,"Pasando, estando cerca",VIC_PP_2008_7796
Norte de Santander,Tibú,2005-10-11 12:15:00,2005,10,8.639326,-72.735541,54810,54,Sin información,FARC,Rural,ACF_PP_2005_1644828,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4985
Norte de Santander,Tibú,2005-10-11 12:15:00,2005,10,8.639326,-72.735541,54810,54,Sin información,FARC,Rural,ACF_PP_2005_1644828,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4984
Antioquia,Cocorná,2003-05-08 00:00:00,2003,5,6.058001,-75.185085,5197,5,Sin información,Desconocido,Rural,ACF_PP_2003_1080,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2003_2068
Cauca,Santa rosa,2003-10-15 16:30:00,2003,10,1.68305192469,-76.5770062302,19701,19,Sin información,Desconocido,Rural,ACF_PP_2003_1081,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2664
Cauca,Santa rosa,2003-10-15 16:30:00,2003,10,1.68305192469,-76.5770062302,19701,19,Sin información,Desconocido,Rural,ACF_PP_2003_1081,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2665
Cauca,Santa rosa,2003-10-15 16:30:00,2003,10,1.68305192469,-76.5770062302,19701,19,Sin información,Desconocido,Rural,ACF_PP_2003_1081,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2668
Cauca,Santa rosa,2003-10-15 16:30:00,2003,10,1.68305192469,-76.5770062302,19701,19,Sin información,Desconocido,Rural,ACF_PP_2003_1081,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2666
Cauca,Santa rosa,2003-10-15 16:30:00,2003,10,1.68305192469,-76.5770062302,19701,19,Sin información,Desconocido,Rural,ACF_PP_2003_1081,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2667
Cauca,Santa rosa,2003-10-15 16:30:00,2003,10,1.68305192469,-76.5770062302,19701,19,Sin información,Desconocido,Rural,ACF_PP_2003_1081,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2669
Meta,Puerto rico,2003-09-11 15:00:00,2003,9,2.939542,-73.207891,50590,50,Sin información,FARC,Rural,ACF_PP_2003_1082,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2585
Antioquia,San carlos,2003-11-07 00:00:00,2003,11,6.187566,-74.993636,5649,5,Sin información,Desconocido,Rural,ACF_PP_2003_1307,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2003_2925
Cauca,Caldono,2004-02-13 14:00:00,2004,2,2.831944,-76.5125,19137,19,Sin información,FARC,Rural,ACF_PP_2004_1429,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3126
Cauca,Caldono,2004-02-13 14:00:00,2004,2,2.831944,-76.5125,19137,19,Sin información,FARC,Rural,ACF_PP_2004_1429,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3125
Caldas,Riosucio,2006-03-20 00:00:00,2006,3,5.424265,-75.703599,17614,17,Sin información,Desconocido,Rural,ACF_PP_2006_1645280,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5869
Cundinamarca,Vianí,2002-02-12 00:00:00,2002,2,4.948333,-74.561389,25867,25,Sin información,FARC,Rural,ACF_PP_2002_1083,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2002_2238
Bogotá D.C.,Bogotá dc,2000-04-01 00:00:00,2000,4,4.0307,-74.315164,11001,11,Sin información,FARC,Rural,ACF_PP_2000_1084,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2000_1385
Bogotá D.C.,Bogotá dc,2000-04-01 00:00:00,2000,4,4.0307,-74.315164,11001,11,Sin información,FARC,Rural,ACF_PP_2000_1084,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2000_1383
Bogotá D.C.,Bogotá dc,2000-04-01 00:00:00,2000,4,4.0307,-74.315164,11001,11,Sin información,FARC,Rural,ACF_PP_2000_1084,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2000_1382
Bogotá D.C.,Bogotá dc,2000-04-01 00:00:00,2000,4,4.0307,-74.315164,11001,11,Sin información,FARC,Rural,ACF_PP_2000_1084,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2000_1384
Norte de Santander,Cúcuta,2000-02-22 10:30:00,2000,2,7.888937,-72.502871,54001,54,Sin información,Desconocido,Urbana,ACF_PP_2000_1086,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2000_195
Norte de Santander,Cúcuta,2000-02-22 10:30:00,2000,2,7.888937,-72.502871,54001,54,Sin información,Desconocido,Urbana,ACF_PP_2000_1086,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2000_194
Norte de Santander,Cúcuta,2000-02-22 10:30:00,2000,2,7.888937,-72.502871,54001,54,Sin información,Desconocido,Urbana,ACF_PP_2000_1086,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2000_196
Norte de Santander,Convención,2007-10-28 16:45:00,2007,10,8.475334,-73.336059,54206,54,Sin información,ELN,Rural,ACF_PP_2007_1646131,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_7384
Antioquia,Argelia,2005-05-08 13:30:00,2005,5,5.749133,-75.125612,5055,5,Sin información,Desconocido,Rural,ACF_PP_2005_1644478,Civil,Hombre,Herido,Mayor de 18 años,Agricultura,VIC_PP_2005_4293
Bolívar,El carmen de bolívar,2005-04-07 00:00:00,2005,4,9.685015,-75.122094,13244,13,Sin información,Desconocido,Rural,ACF_PP_2005_1644409,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4154
Bolívar,El carmen de bolívar,2005-04-07 00:00:00,2005,4,9.685015,-75.122094,13244,13,Sin información,Desconocido,Rural,ACF_PP_2005_1644409,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4155
Tolima,Venadillo,2005-02-24 06:10:00,2005,2,4.76916666666667,-74.9969444444444,73861,73,Sin información,FARC,Rural,ACF_PP_2005_1644421,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4170
Tolima,Venadillo,2005-02-24 06:10:00,2005,2,4.76916666666667,-74.9969444444444,73861,73,Sin información,FARC,Rural,ACF_PP_2005_1644421,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4169
Tolima,Venadillo,2005-02-24 06:10:00,2005,2,4.76916666666667,-74.9969444444444,73861,73,Sin información,FARC,Rural,ACF_PP_2005_1644421,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4171
Antioquia,Urrao,2003-07-03 11:00:00,2003,7,6.315899,-76.134258,5847,5,Sin información,FARC,Rural,ACF_PP_2003_1087,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2556
Caquetá,Cartagena del chairá,1996-06-17 00:00:00,1996,6,1.335258,-74.843733,18150,18,Sin información,Desconocido,Rural,ACF_PP_1996_1088,Civil,Mujer,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1046
Caquetá,Cartagena del chairá,1996-06-17 00:00:00,1996,6,1.335258,-74.843733,18150,18,Sin información,Desconocido,Rural,ACF_PP_1996_1088,Civil,Hombre,Muerto,Menor de 18 años,Sin Información,VIC_PP_1996_1044
Caquetá,Cartagena del chairá,1996-06-17 00:00:00,1996,6,1.335258,-74.843733,18150,18,Sin información,Desconocido,Rural,ACF_PP_1996_1088,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_1996_1042
Caquetá,Cartagena del chairá,1996-06-17 00:00:00,1996,6,1.335258,-74.843733,18150,18,Sin información,Desconocido,Rural,ACF_PP_1996_1088,Civil,Mujer,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1049
Caquetá,Cartagena del chairá,1996-06-17 00:00:00,1996,6,1.335258,-74.843733,18150,18,Sin información,Desconocido,Rural,ACF_PP_1996_1088,Civil,Mujer,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1045
Caquetá,Cartagena del chairá,1996-06-17 00:00:00,1996,6,1.335258,-74.843733,18150,18,Sin información,Desconocido,Rural,ACF_PP_1996_1088,Civil,Sin Información,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1050
Caquetá,Cartagena del chairá,1996-06-17 00:00:00,1996,6,1.335258,-74.843733,18150,18,Sin información,Desconocido,Rural,ACF_PP_1996_1088,Civil,Sin Información,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1047
Caquetá,Cartagena del chairá,1996-06-17 00:00:00,1996,6,1.335258,-74.843733,18150,18,Sin información,Desconocido,Rural,ACF_PP_1996_1088,Civil,Sin Información,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1048
Caquetá,Cartagena del chairá,1996-06-17 00:00:00,1996,6,1.335258,-74.843733,18150,18,Sin información,Desconocido,Rural,ACF_PP_1996_1088,Civil,Sin Información,Herido,Mayor de 18 años,Sin Información,VIC_PP_1996_1051
Caquetá,Cartagena del chairá,1996-06-17 00:00:00,1996,6,1.335258,-74.843733,18150,18,Sin información,Desconocido,Rural,ACF_PP_1996_1088,Civil,Mujer,Muerto,Mayor de 18 años,Sin Información,VIC_PP_1996_1043
Antioquia,Dabeiba,2003-09-06 00:00:00,2003,9,7.002761,-76.263894,5234,5,Sin información,Desconocido,Rural,ACF_PP_2003_1644352,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2003_4062
Meta,Vistahermosa,2006-01-20 10:45:00,2006,1,3.125088,-73.752373,50711,50,Sin información,FARC,Rural,ACF_PP_2006_1644895,Civil,Hombre,Muerto,Mayor de 18 años,"Recogiendo comida, agua ó  madera",VIC_PP_2006_5135
Meta,Vistahermosa,2006-01-20 10:45:00,2006,1,3.125088,-73.752373,50711,50,Sin información,FARC,Rural,ACF_PP_2006_1644895,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2006_5134
Norte de Santander,El tarra,2007-08-13 02:00:00,2007,8,8.700278,-73.0225,54250,54,Sin información,FARC,Rural,ACF_PP_2007_1645962,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2007_7102
Antioquia,El bagre,2004-02-01 00:00:00,2004,2,7.597383,-74.809065,5250,5,Sin información,Desconocido,Rural,ACF_PP_2004_1645780,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2004_6836
Antioquia,San carlos,2004-05-18 00:00:00,2004,5,6.187566,-74.993636,5649,5,Sin información,Desconocido,Rural,ACF_PP_2004_1644318,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_4007
Córdoba,Puerto libertador,2006-09-09 13:15:00,2006,9,7.360556,-75.834167,23580,23,Sin información,FARC,Rural,ACF_PP_2006_1645434,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_6175
Cauca,Caloto,2005-06-29 00:00:00,2005,6,3.034582,-76.40794,19142,19,Sin información,Desconocido,Rural,ACF_PP_2005_1644622,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2005_4557
Cauca,Caloto,2005-06-29 00:00:00,2005,6,3.034582,-76.40794,19142,19,Sin información,Desconocido,Rural,ACF_PP_2005_1644622,Civil,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2005_4556
Chocó,Riosucio,2002-10-08 00:00:00,2002,10,7.437292,-77.111288,27615,27,Sin información,Desconocido,Rural,ACF_PP_2002_1089,Civil,Hombre,Herido,Menor de 18 años,"Pasando, estando cerca",VIC_PP_2002_2766
Chocó,Riosucio,2002-10-08 00:00:00,2002,10,7.437292,-77.111288,27615,27,Sin información,Desconocido,Rural,ACF_PP_2002_1089,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2002_4322
Chocó,Riosucio,2002-10-08 00:00:00,2002,10,7.437292,-77.111288,27615,27,Sin información,Desconocido,Rural,ACF_PP_2002_1089,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2002_4323
Santander,Barrancabermeja,1997-05-19 00:00:00,1997,5,7.061193,-73.855997,68081,68,Sin información,ELN,Rural,ACF_PP_1997_1090,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1997_524
Arauca,Tame,2007-08-16 10:00:00,2007,8,6.220556,-72.055556,81794,81,Sin información,FARC,Rural,ACF_PP_2007_1645968,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_7111
Arauca,Tame,2007-08-16 10:00:00,2007,8,6.220556,-72.055556,81794,81,Sin información,FARC,Rural,ACF_PP_2007_1645968,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_7110
Norte de Santander,Teorama,2002-05-07 06:00:00,2002,5,8.437183,-73.287706,54800,54,Sin información,Guerrilla No Identificada,Rural,ACF_PP_2002_1091,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2002_11225
Norte de Santander,Teorama,2002-05-07 06:00:00,2002,5,8.437183,-73.287706,54800,54,Sin información,Guerrilla No Identificada,Rural,ACF_PP_2002_1091,Fuerza pública,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2002_1226
Norte de Santander,Teorama,2002-05-07 06:00:00,2002,5,8.437183,-73.287706,54800,54,Sin información,Guerrilla No Identificada,Rural,ACF_PP_2002_1091,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2002_11224
Norte de Santander,Teorama,2002-05-07 06:00:00,2002,5,8.437183,-73.287706,54800,54,Sin información,Guerrilla No Identificada,Rural,ACF_PP_2002_1091,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2002_1227
Santander,Sabana de torres,2005-05-05 10:50:00,2005,5,7.246944,-73.459444,68655,68,Sin información,FARC,Rural,ACF_PP_2005_1644457,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4262
Santander,Sabana de torres,2005-05-05 10:50:00,2005,5,7.246944,-73.459444,68655,68,Sin información,FARC,Rural,ACF_PP_2005_1644457,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4261
Antioquia,Ituango,2004-09-03 00:00:00,2004,9,7.171637,-75.764403,5361,5,Sin información,Desconocido,Rural,ACF_PP_2004_1653,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2004_3507
Meta,Uribe,2006-12-06 09:30:00,2006,12,2.686,-74.49,50370,50,Sin información,FARC,Rural,ACF_PP_2006_1645553,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_6415
Huila,Colombia,2003-09-09 00:00:00,2003,9,3.375361,-74.802161,41206,41,Sin información,FARC,Rural,ACF_PP_2003_1346,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2991
Huila,Colombia,2003-09-09 00:00:00,2003,9,3.375361,-74.802161,41206,41,Sin información,FARC,Rural,ACF_PP_2003_1346,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2993
Huila,Colombia,2003-09-09 00:00:00,2003,9,3.375361,-74.802161,41206,41,Sin información,FARC,Rural,ACF_PP_2003_1346,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2994
Huila,Colombia,2003-09-09 00:00:00,2003,9,3.375361,-74.802161,41206,41,Sin información,FARC,Rural,ACF_PP_2003_1346,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2992
Antioquia,Tarazá,2006-01-05 14:30:00,2006,1,7.582546,-75.400212,5790,5,Sin información,Desconocido,Rural,ACF_PP_2006_1645676,Civil,Hombre,Herido,Mayor de 18 años,Agricultura,VIC_PP_2006_6660
Putumayo,Orito,2003-06-27 00:00:00,2003,6,0.664866,-76.869171,86320,86,Sin información,FARC,Rural,ACF_PP_2003_1093,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2285
Antioquia,El bagre,2002-11-28 00:00:00,2002,11,7.597383,-74.809065,5250,5,Sin información,Desconocido,Rural,ACF_PP_2002_1094,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2002_2019
Norte de Santander,San calixto,2002-07-30 00:00:00,2002,7,8.40286,-73.207765,54670,54,Sin información,Guerrilla No Identificada,Rural,ACF_PP_2002_1095,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2002_1482
Antioquia,Yarumal,2003-09-08 08:30:00,2003,9,6.963517,-75.41644,5887,5,Sin información,FARC,Rural,ACF_PP_2003_1096,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2599
Caldas,Samaná,2006-09-19 19:30:00,2006,9,5.436667,-75.049167,17662,17,Sin información,FARC,Rural,ACF_PP_2006_1645449,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_6203
Tolima,Roncesvalles,2004-04-11 09:45:00,2004,4,4.109444,-75.488889,73622,73,Sin información,FARC,Rural,ACF_PP_2004_1416,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3099
Tolima,Roncesvalles,2004-04-11 09:45:00,2004,4,4.109444,-75.488889,73622,73,Sin información,FARC,Rural,ACF_PP_2004_1416,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3103
Tolima,Roncesvalles,2004-04-11 09:45:00,2004,4,4.109444,-75.488889,73622,73,Sin información,FARC,Rural,ACF_PP_2004_1416,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3101
Tolima,Roncesvalles,2004-04-11 09:45:00,2004,4,4.109444,-75.488889,73622,73,Sin información,FARC,Rural,ACF_PP_2004_1416,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3102
Tolima,Roncesvalles,2004-04-11 09:45:00,2004,4,4.109444,-75.488889,73622,73,Sin información,FARC,Rural,ACF_PP_2004_1416,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3100
Tolima,Roncesvalles,2004-04-11 09:45:00,2004,4,4.109444,-75.488889,73622,73,Sin información,FARC,Rural,ACF_PP_2004_1416,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3358
Caquetá,San vicente del caguán,2005-04-24 13:00:00,2005,4,2.120008,-74.768227,18753,18,Sin información,FARC,Rural,ACF_PP_2005_1644747,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4835
Antioquia,Santa fe antioquia,1996-06-19 00:00:00,1996,6,6.558578,-75.825988,5042,5,Sin información,FARC,Rural,ACF_PP_1996_1097,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1996_308
Caquetá,San vicente del caguán,2007-03-04 16:50:00,2007,3,2.391944,-75.001667,18753,18,Sin información,FARC,Rural,ACF_PP_2007_1645637,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_6600
Meta,Fuente de oro,2004-03-20 00:00:00,2004,3,3.462214,-73.619544,50287,50,Sin información,Guerrilla No Identificada,Rural,ACF_PP_2004_14833,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2004_3011
Antioquia,Ituango,2007-10-23 07:30:00,2007,10,7.254167,-75.818056,5361,5,Sin información,FARC,Rural,ACF_PP_2007_1646085,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_7324
Antioquia,Ituango,2007-10-23 07:30:00,2007,10,7.254167,-75.818056,5361,5,Sin información,FARC,Rural,ACF_PP_2007_1646085,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2007_7323
Meta,Vistahermosa,2004-03-15 00:00:00,2004,3,3.125088,-73.752373,50711,50,Sin información,FARC,Rural,ACF_PP_2004_1334,Civil,Hombre,Muerto,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2004_2966
Meta,Vistahermosa,2004-03-15 00:00:00,2004,3,3.125088,-73.752373,50711,50,Sin información,FARC,Rural,ACF_PP_2004_1334,Civil,Mujer,Herido,Mayor de 18 años,Agricultura,VIC_PP_2004_2967
Cauca,Miranda,1993-11-26 00:00:00,1993,11,3.251737,-76.228589,19455,19,Sin información,FARC,Rural,ACF_PP_1993_1098,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1993_719
Antioquia,San luis,2003-01-26 00:00:00,2003,1,6.042723,-74.994899,5660,5,Sin información,Autodefensas,Rural,ACF_PP_2003_1644388,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2003_4114
Antioquia,San francisco,2004-06-21 00:00:00,2004,6,5.965414,-75.10198,5652,5,Sin información,Desconocido,Rural,ACF_PP_2004_1531,Civil,Hombre,Muerto,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2004_3278
Antioquia,San francisco,2004-06-21 00:00:00,2004,6,5.965414,-75.10198,5652,5,Sin información,Desconocido,Rural,ACF_PP_2004_1531,Civil,Sin Información,Muerto,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2004_3279
